,date,country,couprisk,year,banking_crisis
179,1998-12-01,Tunisia,0.000928517,1998,no_crisis
180,1998-01-01,Zambia,0.007863796999999999,1998,crisis
181,1998-02-01,Zambia,0.00844052,1998,crisis
182,1998-03-01,Zambia,0.003440475,1998,crisis
183,1998-04-01,Zambia,0.003587017,1998,crisis
184,1998-05-01,Zambia,0.003263658,1998,crisis
185,1998-06-01,Zambia,0.009222758000000001,1998,crisis
186,1998-07-01,Zambia,0.003455938,1998,crisis
187,1998-08-01,Zambia,0.003357643,1998,crisis
188,1998-09-01,Zambia,0.003429878,1998,crisis
189,1998-10-01,Zambia,0.007715865,1998,crisis
190,1998-11-01,Zambia,0.003260723,1998,crisis
191,1998-12-01,Zambia,0.007946616,1998,crisis
192,1998-01-01,Nigeria,0.012450256000000002,1998,no_crisis
193,1998-02-01,Nigeria,0.014190093,1998,no_crisis
194,1998-03-01,Nigeria,0.013248528999999998,1998,no_crisis
195,1998-04-01,Nigeria,0.014887032,1998,no_crisis
196,1998-05-01,Nigeria,0.012404568999999999,1998,no_crisis
197,1998-06-01,Nigeria,0.014236843999999999,1998,no_crisis
198,1998-06-01,Nigeria,0.007260979,1998,no_crisis
199,1998-07-01,Nigeria,0.012477132,1998,no_crisis
200,1998-08-01,Nigeria,0.012171817,1998,no_crisis
201,1998-09-01,Nigeria,0.015180958,1998,no_crisis
202,1998-10-01,Nigeria,0.015483066,1998,no_crisis
203,1998-11-01,Nigeria,0.007862939000000001,1998,no_crisis
204,1998-12-01,Nigeria,0.016457137,1998,no_crisis
205,1998-03-01,Ivory Coast,0.004273977,1998,no_crisis
206,1998-04-01,Ivory Coast,0.0015683770000000001,1998,no_crisis
207,1998-06-01,Ivory Coast,0.0045464929999999995,1998,no_crisis
208,1998-07-01,Ivory Coast,0.0015366689999999998,1998,no_crisis
209,1998-09-01,Ivory Coast,0.0015376970000000002,1998,no_crisis
210,1998-01-01,Ivory Coast,0.001455035,1998,no_crisis
211,1998-02-01,Ivory Coast,0.001518524,1998,no_crisis
212,1998-05-01,Ivory Coast,0.001419176,1998,no_crisis
213,1998-08-01,Ivory Coast,0.0015000629999999998,1998,no_crisis
214,1998-10-01,Ivory Coast,0.00150622,1998,no_crisis
215,1998-11-01,Ivory Coast,0.001451101,1998,no_crisis
216,1998-12-01,Ivory Coast,0.0014403679999999998,1998,no_crisis
217,1998-06-01,Morocco,0.003816054,1998,no_crisis
218,1998-12-01,Morocco,0.003631969,1998,no_crisis
219,1998-01-01,Morocco,0.001190406,1998,no_crisis
220,1998-02-01,Morocco,0.001145945,1998,no_crisis
221,1998-03-01,Morocco,0.0011461639999999999,1998,no_crisis
222,1998-04-01,Morocco,0.001146965,1998,no_crisis
223,1998-05-01,Morocco,0.001147188,1998,no_crisis
224,1998-07-01,Morocco,0.001147688,1998,no_crisis
225,1998-08-01,Morocco,0.001085738,1998,no_crisis
226,1998-09-01,Morocco,0.001148458,1998,no_crisis
227,1998-10-01,Morocco,0.001148814,1998,no_crisis
228,1998-11-01,Morocco,0.0011488639999999999,1998,no_crisis
229,1998-06-01,Kenya,0.003270243,1998,no_crisis
230,1998-01-01,Kenya,0.000748741,1998,no_crisis
231,1998-02-01,Kenya,0.000830032,1998,no_crisis
232,1998-03-01,Kenya,0.000838888,1998,no_crisis
233,1998-04-01,Kenya,0.000914112,1998,no_crisis
234,1998-05-01,Kenya,0.000829561,1998,no_crisis
235,1998-07-01,Kenya,0.000947752,1998,no_crisis
236,1998-08-01,Kenya,0.000939572,1998,no_crisis
237,1998-09-01,Kenya,0.0009763539999999999,1998,no_crisis
238,1998-10-01,Kenya,0.000965468,1998,no_crisis
239,1998-11-01,Kenya,0.000929748,1998,no_crisis
240,1998-12-01,Kenya,0.0009340969999999999,1998,no_crisis
241,1998-06-01,Mauritius,0.003306842,1998,no_crisis
242,1998-12-01,Mauritius,0.002940512,1998,no_crisis
243,1998-01-01,Mauritius,0.000886782,1998,no_crisis
244,1998-02-01,Mauritius,0.0008964489999999999,1998,no_crisis
245,1998-03-01,Mauritius,0.000859333,1998,no_crisis
246,1998-04-01,Mauritius,0.0008787630000000001,1998,no_crisis
247,1998-05-01,Mauritius,0.0008474460000000001,1998,no_crisis
248,1998-07-01,Mauritius,0.000855379,1998,no_crisis
249,1998-08-01,Mauritius,0.00083286,1998,no_crisis
250,1998-09-01,Mauritius,0.000858673,1998,no_crisis
251,1998-10-01,Mauritius,0.00085353,1998,no_crisis
252,1998-11-01,Mauritius,0.000841073,1998,no_crisis
253,1998-06-01,Zimbabwe,0.003751633,1998,crisis
254,1998-12-01,Zimbabwe,0.0035064,1998,crisis
255,1998-01-01,Zimbabwe,0.001074281,1998,crisis
256,1998-02-01,Zimbabwe,0.001118153,1998,crisis
257,1998-03-01,Zimbabwe,0.0010984010000000002,1998,crisis
258,1998-04-01,Zimbabwe,0.001161249,1998,crisis
259,1998-05-01,Zimbabwe,0.001072604,1998,crisis
260,1998-07-01,Zimbabwe,0.001152606,1998,crisis
261,1998-08-01,Zimbabwe,0.001130947,1998,crisis
262,1998-09-01,Zimbabwe,0.001160678,1998,crisis
263,1998-10-01,Zimbabwe,0.001143223,1998,crisis
264,1998-11-01,Zimbabwe,0.001112755,1998,crisis
265,1999-01-01,Nigeria,0.014932708000000001,1999,no_crisis
266,1999-02-01,Nigeria,0.017865658,1999,no_crisis
267,1999-03-01,Nigeria,0.01113925,1999,no_crisis
268,1999-04-01,Nigeria,0.01129243,1999,no_crisis
269,1999-05-01,Nigeria,0.011996165,1999,no_crisis
270,1999-05-01,Nigeria,0.013803707,1999,no_crisis
271,1999-06-01,Nigeria,0.013123866999999999,1999,no_crisis
272,1999-07-01,Nigeria,0.012597813000000001,1999,no_crisis
273,1999-08-01,Nigeria,0.013190833999999999,1999,no_crisis
274,1999-09-01,Nigeria,0.008915743,1999,no_crisis
275,1999-10-01,Nigeria,0.008969596,1999,no_crisis
276,1999-11-01,Nigeria,0.009547574,1999,no_crisis
277,1999-12-01,Nigeria,0.010912278000000001,1999,no_crisis
278,1999-01-01,South Africa,0.0019202020000000002,1999,no_crisis
279,1999-02-01,South Africa,0.002270055,1999,no_crisis
280,1999-03-01,South Africa,0.002404467,1999,no_crisis
281,1999-04-01,South Africa,0.006788682,1999,no_crisis
282,1999-05-01,South Africa,0.008062623,1999,no_crisis
283,1999-06-01,South Africa,0.007233221,1999,no_crisis
284,1999-06-01,South Africa,0.0075423140000000005,1999,no_crisis
285,1999-07-01,South Africa,0.001780095,1999,no_crisis
286,1999-08-01,South Africa,0.001956369,1999,no_crisis
287,1999-09-01,South Africa,0.002037426,1999,no_crisis
288,1999-10-01,South Africa,0.002095583,1999,no_crisis
289,1999-11-01,South Africa,0.002069127,1999,no_crisis
290,1999-12-01,South Africa,0.005756195,1999,no_crisis
291,1999-01-01,Zambia,0.001962654,1999,no_crisis
292,1999-02-01,Zambia,0.002138296,1999,no_crisis
293,1999-03-01,Zambia,0.005671769,1999,no_crisis
294,1999-04-01,Zambia,0.006694642,1999,no_crisis
295,1999-05-01,Zambia,0.006410300000000001,1999,no_crisis
296,1999-06-01,Zambia,0.002042036,1999,no_crisis
297,1999-07-01,Zambia,0.005723583000000001,1999,no_crisis
298,1999-08-01,Zambia,0.002204055,1999,no_crisis
299,1999-09-01,Zambia,0.00573181,1999,no_crisis
300,1999-10-01,Zambia,0.002159236,1999,no_crisis
301,1999-11-01,Zambia,0.005613885999999999,1999,no_crisis
302,1999-12-01,Zambia,0.006838004,1999,no_crisis
303,1999-01-01,Algeria,0.0016950079999999998,1999,no_crisis
304,1999-02-01,Algeria,0.00562326,1999,no_crisis
305,1999-03-01,Algeria,0.00683937,1999,no_crisis
306,1999-04-01,Algeria,0.011977491000000002,1999,no_crisis
307,1999-04-01,Algeria,0.00810992,1999,no_crisis
308,1999-05-01,Algeria,0.002474279,1999,no_crisis
309,1999-06-01,Algeria,0.0026332770000000003,1999,no_crisis
310,1999-07-01,Algeria,0.00603074,1999,no_crisis
311,1999-08-01,Algeria,0.002829843,1999,no_crisis
312,1999-09-01,Algeria,0.0029018729999999997,1999,no_crisis
313,1999-10-01,Algeria,0.0029607740000000002,1999,no_crisis
314,1999-11-01,Algeria,0.001757965,1999,no_crisis
315,1999-12-01,Algeria,0.0018099829999999998,1999,no_crisis
316,1999-01-01,Angola,0.00169097,1999,no_crisis
317,1999-02-01,Angola,0.0018564,1999,no_crisis
318,1999-03-01,Angola,0.00185824,1999,no_crisis
319,1999-04-01,Angola,0.001931736,1999,no_crisis
320,1999-05-01,Angola,0.002070991,1999,no_crisis
321,1999-06-01,Angola,0.0048082540000000005,1999,no_crisis
322,1999-07-01,Angola,0.0018855710000000002,1999,no_crisis
323,1999-08-01,Angola,0.001924208,1999,no_crisis
324,1999-09-01,Angola,0.0019194589999999999,1999,no_crisis
325,1999-10-01,Angola,0.001904004,1999,no_crisis
326,1999-11-01,Angola,0.001870793,1999,no_crisis
327,1999-12-01,Angola,0.0068657219999999995,1999,no_crisis
328,1999-02-01,Tunisia,0.003982556,1999,no_crisis
329,1999-03-01,Tunisia,0.006541036,1999,no_crisis
330,1999-04-01,Tunisia,0.003532463,1999,no_crisis
331,1999-10-01,Tunisia,0.003543198,1999,no_crisis
332,1999-11-01,Tunisia,0.00042841300000000005,1999,no_crisis
333,1999-12-01,Tunisia,0.00045229300000000004,1999,no_crisis
334,1999-01-01,Tunisia,0.000955923,1999,no_crisis
335,1999-05-01,Tunisia,0.0007940730000000001,1999,no_crisis
336,1999-06-01,Tunisia,0.00082134,1999,no_crisis
337,1999-07-01,Tunisia,0.0008045519999999999,1999,no_crisis
338,1999-08-01,Tunisia,0.00094426,1999,no_crisis
339,1999-09-01,Tunisia,0.001135636,1999,no_crisis
340,1999-03-01,Ivory Coast,0.00452368,1999,no_crisis
341,1999-04-01,Ivory Coast,0.005996179,1999,no_crisis
342,1999-05-01,Ivory Coast,0.006212864,1999,no_crisis
343,1999-07-01,Ivory Coast,0.004200818,1999,no_crisis
344,1999-09-01,Ivory Coast,0.004241478,1999,no_crisis
345,1999-10-01,Ivory Coast,0.00510837,1999,no_crisis
346,1999-11-01,Ivory Coast,0.006296999,1999,no_crisis
347,1999-12-01,Ivory Coast,0.001565606,1999,no_crisis
348,1999-12-01,Ivory Coast,0.009436305,1999,no_crisis
349,1999-01-01,Ivory Coast,0.001302826,1999,no_crisis
350,1999-02-01,Ivory Coast,0.001430673,1999,no_crisis
351,1999-06-01,Ivory Coast,0.001324788,1999,no_crisis
352,1999-08-01,Ivory Coast,0.0014658529999999998,1999,no_crisis
353,1999-04-01,Kenya,0.00349575,1999,no_crisis
354,1999-05-01,Kenya,0.004057913,1999,no_crisis
355,1999-12-01,Kenya,0.005026903,1999,no_crisis
356,1999-01-01,Kenya,0.00092389,1999,no_crisis
357,1999-02-01,Kenya,0.001041486,1999,no_crisis
358,1999-03-01,Kenya,0.0010402410000000001,1999,no_crisis
359,1999-06-01,Kenya,0.000957453,1999,no_crisis
360,1999-07-01,Kenya,0.001058086,1999,no_crisis
361,1999-08-01,Kenya,0.001090196,1999,no_crisis
362,1999-09-01,Kenya,0.001093512,1999,no_crisis
363,1999-10-01,Kenya,0.001082573,1999,no_crisis
364,1999-11-01,Kenya,0.001067702,1999,no_crisis
365,1999-12-01,Zimbabwe,0.004713936,1999,crisis
366,1999-01-01,Zimbabwe,0.001107179,1999,crisis
367,1999-02-01,Zimbabwe,0.001194384,1999,crisis
368,1999-03-01,Zimbabwe,0.001202782,1999,crisis
369,1999-04-01,Zimbabwe,0.001250677,1999,crisis
370,1999-05-01,Zimbabwe,0.0013378560000000001,1999,crisis
371,1999-06-01,Zimbabwe,0.00115028,1999,crisis
372,1999-07-01,Zimbabwe,0.001236603,1999,crisis
373,1999-08-01,Zimbabwe,0.0012811930000000001,1999,crisis
374,1999-09-01,Zimbabwe,0.001283663,1999,crisis
375,1999-10-01,Zimbabwe,0.001281912,1999,crisis
376,1999-11-01,Zimbabwe,0.001274476,1999,crisis
377,2000-01-01,Ivory Coast,0.017430268,2000,no_crisis
378,2000-02-01,Ivory Coast,0.018006988,2000,no_crisis
379,2000-03-01,Ivory Coast,0.016853655,2000,no_crisis
380,2000-04-01,Ivory Coast,0.017796427,2000,no_crisis
381,2000-05-01,Ivory Coast,0.018019274,2000,no_crisis
382,2000-06-01,Ivory Coast,0.020492429,2000,no_crisis
383,2000-07-01,Ivory Coast,0.014887125,2000,no_crisis
384,2000-08-01,Ivory Coast,0.018116364,2000,no_crisis
385,2000-09-01,Ivory Coast,0.017548343,2000,no_crisis
386,2000-10-01,Ivory Coast,0.030116152,2000,no_crisis
387,2000-10-01,Ivory Coast,0.034776762,2000,no_crisis
388,2000-11-01,Ivory Coast,0.022615286000000002,2000,no_crisis
389,2000-12-01,Ivory Coast,0.021923281,2000,no_crisis
390,2000-01-01,Zambia,0.001841683,2000,no_crisis
391,2000-02-01,Zambia,0.001843083,2000,no_crisis
392,2000-03-01,Zambia,0.005335444,2000,no_crisis
393,2000-04-01,Zambia,0.0016959829999999999,2000,no_crisis
394,2000-05-01,Zambia,0.00169312,2000,no_crisis
395,2000-06-01,Zambia,0.001761132,2000,no_crisis
396,2000-07-01,Zambia,0.00167215,2000,no_crisis
397,2000-08-01,Zambia,0.001705951,2000,no_crisis
398,2000-09-01,Zambia,0.001627056,2000,no_crisis
399,2000-10-01,Zambia,0.001852497,2000,no_crisis
400,2000-11-01,Zambia,0.001779908,2000,no_crisis
401,2000-12-01,Zambia,0.004598217,2000,no_crisis
402,2000-01-01,Algeria,0.0016694000000000004,2000,no_crisis
403,2000-02-01,Algeria,0.0016316820000000002,2000,no_crisis
404,2000-03-01,Algeria,0.0016172439999999999,2000,no_crisis
405,2000-05-01,Algeria,0.0016626420000000002,2000,no_crisis
406,2000-06-01,Algeria,0.004772248,2000,no_crisis
407,2000-07-01,Algeria,0.005386502,2000,no_crisis
408,2000-08-01,Algeria,0.001693209,2000,no_crisis
409,2000-09-01,Algeria,0.001701106,2000,no_crisis
410,2000-10-01,Algeria,0.001705288,2000,no_crisis
411,2000-11-01,Algeria,0.00171641,2000,no_crisis
412,2000-12-01,Algeria,0.001724719,2000,no_crisis
413,2000-04-01,Algeria,0.001474816,2000,no_crisis
414,2000-01-01,Angola,0.0037618879999999997,2000,no_crisis
415,2000-02-01,Angola,0.004055222,2000,no_crisis
416,2000-03-01,Angola,0.003689739,2000,no_crisis
417,2000-09-01,Angola,0.00380282,2000,no_crisis
418,2000-12-01,Angola,0.003483279,2000,no_crisis
419,2000-04-01,Angola,0.001121723,2000,no_crisis
420,2000-05-01,Angola,0.0011197169999999999,2000,no_crisis
421,2000-06-01,Angola,0.001181633,2000,no_crisis
422,2000-07-01,Angola,0.0011198710000000001,2000,no_crisis
423,2000-08-01,Angola,0.0011487160000000001,2000,no_crisis
424,2000-10-01,Angola,0.0012539839999999999,2000,no_crisis
425,2000-11-01,Angola,0.001216407,2000,no_crisis
426,2000-01-01,Zimbabwe,0.0044285290000000005,2000,crisis
427,2000-02-01,Zimbabwe,0.005713033,2000,crisis
428,2000-09-01,Zimbabwe,0.0039018779999999997,2000,crisis
429,2000-11-01,Zimbabwe,0.00420315,2000,crisis
430,2000-12-01,Zimbabwe,0.00439841,2000,crisis
431,2000-03-01,Zimbabwe,0.0014082,2000,crisis
432,2000-04-01,Zimbabwe,0.001342065,2000,crisis
433,2000-05-01,Zimbabwe,0.001337453,2000,crisis
434,2000-06-01,Zimbabwe,0.0014042470000000002,2000,crisis
435,2000-07-01,Zimbabwe,0.00132889,2000,crisis
436,2000-08-01,Zimbabwe,0.0013625870000000002,2000,crisis
437,2000-10-01,Zimbabwe,0.0014889679999999998,2000,crisis
438,2000-01-01,Nigeria,0.002394274,2000,no_crisis
439,2000-02-01,Nigeria,0.0023135960000000002,2000,no_crisis
440,2000-03-01,Nigeria,0.006089489,2000,no_crisis
441,2000-04-01,Nigeria,0.002206922,2000,no_crisis
442,2000-05-01,Nigeria,0.002088672,2000,no_crisis
443,2000-06-01,Nigeria,0.005685536,2000,no_crisis
444,2000-07-01,Nigeria,0.005765639,2000,no_crisis
445,2000-08-01,Nigeria,0.002142315,2000,no_crisis
446,2000-09-01,Nigeria,0.005875228000000001,2000,no_crisis
447,2000-10-01,Nigeria,0.0024034729999999997,2000,no_crisis
448,2000-11-01,Nigeria,0.0062217159999999995,2000,no_crisis
449,2000-12-01,Nigeria,0.00562934,2000,no_crisis
450,2000-01-01,Kenya,0.003085457,2000,no_crisis
451,2000-03-01,Kenya,0.003041173,2000,no_crisis
452,2000-02-01,Kenya,0.0008974780000000001,2000,no_crisis
453,2000-04-01,Kenya,0.000842384,2000,no_crisis
454,2000-05-01,Kenya,0.0008362189999999999,2000,no_crisis
455,2000-06-01,Kenya,0.000910137,2000,no_crisis
456,2000-07-01,Kenya,0.000847969,2000,no_crisis
457,2000-08-01,Kenya,0.000877182,2000,no_crisis
458,2000-09-01,Kenya,0.0008250060000000001,2000,no_crisis
