date,country,commodities,commodities_excl_energy,energy,minerals,forestry,agriculture,fish,age,male,militarycareer,tenure_months,government,anticipation,ref_ant,leg_ant,exec_ant,irreg_lead_ant,election_now,election_recent,leg_recent,exec_recent,lead_recent,ref_recent,direct_recent,indirect_recent,victory_recent,defeat_recent,change_recent,nochange_recent,delayed,lastelection,loss,irregular,prev_conflict,pt_suc,pt_attempt,precip,global_policy_uncertainty_current,couprisk,pctile_risk,relative_risk_classification
2/1/1997,Malawi,296.12,252.33,517.34,289.13,339.26,165.9,822.91,54,1,0,34,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360512,3.526360512,3.526360512,0,0,0,-0.481389105,82.37198167,0.00266083,0.797328532,High
2/1/1997,Tanzania,296.12,252.33,517.34,289.13,339.26,165.9,822.91,59,1,0,16,Dominant Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833213329,5.978885651,6.021023273,0,0,0,-0.693315268,82.37198167,0.002752893,0.802708447,High
2/1/1997,Burkina Faso,296.12,252.33,517.34,289.13,339.26,165.9,822.91,46,1,1,113,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.143134594,4.727387905,4.143134594,0,0,0,-0.404874116,82.37198167,0.002866676,0.808950782,High
2/1/1997,Rwanda,296.12,252.33,517.34,289.13,339.26,165.9,822.91,40,1,1,32,Party-Military,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.595119953,6.054439545,4.595119953,0,0,0,-0.212542176,82.37198167,0.003107543,0.821733296,High
2/1/1997,Guinea Bissau,296.12,252.33,517.34,289.13,339.26,165.9,822.91,58,1,1,196,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433987141,5.278114796,3.433987141,0,0,0,0.046570472,82.37198167,0.005820272,0.916036069,High
2/1/1997,Liberia,296.12,252.33,517.34,289.13,339.26,165.9,822.91,58,0,0,6,Warlordism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.356709003,4.356709003,4.356709003,0,0,0,-0.613785088,82.37198167,0.005966738,0.918900609,High
2/1/1997,Sudan,296.12,252.33,517.34,289.13,339.26,165.9,822.91,53,1,1,93,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906673,4.875197411,2.484906673,1,0,0,-0.454291731,82.37198167,0.00613135,0.922781527,High
2/1/1997,Cen African Rep,296.12,252.33,517.34,289.13,339.26,165.9,822.91,60,1,0,41,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836926,3.737669706,3.295836926,0,0,0,-0.175166309,82.37198167,0.006669348,0.932730317,High
2/1/1997,Congo/Zaire,296.12,252.33,517.34,289.13,339.26,165.9,822.91,67,1,1,376,Personal Dictatorship,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.023880482,6.091310024,5.652489185,1,0,0,-0.198142231,82.37198167,0.007360995,0.943674982,High
2/1/1997,Chad,296.12,252.33,517.34,289.13,339.26,165.9,822.91,45,1,1,75,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441547,4.317488194,2.079441547,0,0,0,-0.873699486,82.37198167,0.007402887,0.944445014,High
2/1/1997,Togo,296.12,252.33,517.34,289.13,339.26,165.9,822.91,60,1,1,359,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76120019,3.988984108,3.76120019,0,0,0,-0.078343876,82.37198167,0.008084017,0.952668905,High
2/1/1997,Gambia,296.12,252.33,517.34,289.13,339.26,165.9,822.91,32,1,1,32,Personal Dictatorship,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1.791759491,1.945910096,1.791759491,0,0,0,-0.046821266,82.37198167,0.009534995,0.967350781,High
2/1/1997,Madagascar,296.12,252.33,517.34,289.13,339.26,165.9,822.91,61,1,1,1,Presidential Democracy,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1.098612309,1.098612309,1.098612309,0,0,0,0.171889693,82.37198167,0.010163833,0.972833395,High
2/1/1997,Nigeria,296.12,252.33,517.34,289.13,339.26,165.9,822.91,54,1,1,40,Military-Personal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80666256,3.80666256,3.80666256,0,0,0,-0.399016559,82.37198167,0.005806399,0.915697277,High
3/1/1997,Liberia,281.85,255.73,431.31,294.6,339.76,169.11,938.44,58,0,0,7,Warlordism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.369447708,4.369447708,4.369447708,0,0,0,-0.540327549,71.35829594,0.002254294,0.771352887,High
3/1/1997,Algeria,281.85,255.73,431.31,294.6,339.76,169.11,938.44,56,1,1,39,Military,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833213329,4.584967613,2.833213329,1,0,0,-0.705305457,71.35829594,0.002257342,0.771599293,High
3/1/1997,Guinea Bissau,281.85,255.73,431.31,294.6,339.76,169.11,938.44,58,1,1,197,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.465735912,5.283203602,3.465735912,0,0,0,0.048816912,71.35829594,0.002281468,0.773200929,High
3/1/1997,Angola,281.85,255.73,431.31,294.6,339.76,169.11,938.44,55,1,0,211,Dominant Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.007333279,5.552959442,4.007333279,1,0,0,0.143659979,71.35829594,0.001678753,0.719268143,High
3/1/1997,Ghana,281.85,255.73,431.31,294.6,339.76,169.11,938.44,50,1,1,184,Presidential Democracy,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1.386294365,4.094344616,3.970291853,0,0,0,0.38972193,71.35829594,0.001739604,0.726506412,High
3/1/1997,South Africa,281.85,255.73,431.31,294.6,339.76,169.11,938.44,79,1,0,35,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583518982,3.583518982,3.583518982,0,0,0,0.907636881,71.35829594,0.001874384,0.740798175,High
3/1/1997,Morocco,281.85,255.73,431.31,294.6,339.76,169.11,938.44,68,1,0,434,Monarchy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.007333279,4.007333279,4.007333279,0,0,0,0.271959364,71.35829594,0.001887527,0.741937816,High
3/1/1997,Uganda,281.85,255.73,431.31,294.6,339.76,169.11,938.44,53,1,0,135,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397895336,5.278114796,2.397895336,1,0,0,-0.575886726,71.35829594,0.001972664,0.74990505,High
3/1/1997,Cameroon,281.85,255.73,431.31,294.6,339.76,169.11,938.44,64,1,0,173,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.988984108,5.09986639,5.0689044,0,0,0,-1.219974518,71.35829594,0.002000886,0.752841413,High
3/1/1997,Benin,281.85,255.73,431.31,294.6,339.76,169.11,938.44,64,1,1,12,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564949274,4.290459633,4.290459633,0,0,0,0.361584067,71.35829594,0.002149285,0.764042735,High
3/1/1997,Sao Tome and Principe,281.85,255.73,431.31,294.6,339.76,169.11,938.44,61,1,0,72,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197224617,4.290459633,4.290459633,0,0,0,-0.622303426,71.35829594,0.003909955,0.857739806,High
3/1/1997,Comoros,281.85,255.73,431.31,294.6,339.76,169.11,938.44,61,1,0,13,Provisional - Civilian,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1.791759491,2.564949274,1.791759491,0,0,0,-0.854019642,71.35829594,0.004555149,0.880871475,High
3/1/1997,Lesotho,281.85,255.73,431.31,294.6,339.76,169.11,938.44,79,1,0,31,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.891820192,3.891820192,3.891820431,0,0,0,0.83715409,71.35829594,0.005057207,0.896898329,High
3/1/1997,Nigeria,281.85,255.73,431.31,294.6,339.76,169.11,938.44,54,1,1,41,Military-Personal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641415,3.828641415,3.828641415,0,0,0,-0.332311898,71.35829594,0.005437544,0.906682849,High
3/1/1997,Sudan,281.85,255.73,431.31,294.6,339.76,169.11,938.44,53,1,1,94,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564949274,4.88280201,2.564949274,1,0,0,-0.397630394,71.35829594,0.005970987,0.919054627,High
3/1/1997,Malawi,281.85,255.73,431.31,294.6,339.76,169.11,938.44,54,1,0,35,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555348158,3.555348158,3.555348158,0,0,0,-0.846998036,71.35829594,0.006005781,0.919804096,High
3/1/1997,Togo,281.85,255.73,431.31,294.6,339.76,169.11,938.44,60,1,1,360,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.784189701,4.007333279,3.784189701,0,0,0,0.266176492,71.35829594,0.00716284,0.940728366,High
3/1/1997,Congo/Zaire,281.85,255.73,431.31,294.6,339.76,169.11,938.44,67,1,1,377,Personal Dictatorship,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.030437946,6.093569756,5.655992031,1,0,0,-0.326994002,71.35829594,0.008167672,0.953736663,High
3/1/1997,Madagascar,281.85,255.73,431.31,294.6,339.76,169.11,938.44,61,1,1,2,Presidential Democracy,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1.386294365,1.386294365,1.386294365,0,0,0,-0.495981425,71.35829594,0.009779234,0.969496608,High
3/1/1997,Mali,281.85,255.73,431.31,294.6,339.76,169.11,938.44,51,1,0,58,Presidential Democracy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.094344616,4.094344616,4.094344616,0,0,0,-0.305943698,71.35829594,0.011707131,0.983008027,High
3/1/1997,Niger,281.85,255.73,431.31,294.6,339.76,169.11,938.44,48,1,1,15,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197224617,2.397895336,2.197224617,0,0,0,0.214051843,71.35829594,0.012243831,0.98616004,High
3/1/1997,Burundi,281.85,255.73,431.31,294.6,339.76,169.11,938.44,48,1,1,9,Military-Personal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641415,3.828641415,3.828641415,1,0,0,-0.699924111,71.35829594,0.021281809,1.011509299,High
3/1/1997,Sierra Leone,281.85,255.73,431.31,294.6,339.76,169.11,938.44,65,1,0,13,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564949274,2.564949274,2.564949274,1,0,0,-0.28800106,71.35829594,0.033911988,1.020061851,High
